account_number;period;tariff;charged_amount;paid_amount;balance;last_payment_date;inn;phone;status
ЛС-781806325;2025-10;Бизнес-500;8305.78;8305.78;0.0;2025-10-16;7939290600;+7(981)851-74-14;active
ЛС-781806325;2025-11;Бизнес-500;10420.87;10420.87;0.0;2025-11-14;7939290600;+7(981)851-74-14;active
ЛС-781806325;2025-12;Бизнес-500;8919.05;8919.05;0.0;2025-12-05;7939290600;+7(981)851-74-14;active
ЛС-784310742;2025-10;Бизнес-500;8979.78;8979.78;0.0;2025-10-22;7939290600;+7 981 851 74 14;active
ЛС-784310742;2025-11;Бизнес-500;10339.02;0.0;-10339.02;;7939290600;+7 981 851 74 14;active
ЛС-784310742;2025-12;Бизнес-500;9255.38;5460.2;-14134.2;2025-12-19;7939290600;+7 981 851 74 14;active
ЛС-787990772;2025-10;Бизнес-500;10530.52;10530.52;0.0;2025-10-06;7939290600;7981851-74-14;active
ЛС-787990772;2025-11;Бизнес-500;11505.62;12301.65;796.03;2025-11-09;7939290600;7981851-74-14;active
ЛС-787990772;2025-12;Бизнес-500;11062.04;11062.04;796.03;2025-12-16;7939290600;7981851-74-14;active
ЛС-783578243;2025-10;Всё включено;2320.0;0.0;-2320.0;;283061789320;+7(961)804-43-88;active
ЛС-783578243;2025-11;Всё включено;2283.03;2283.03;-2320.0;2025-11-05;283061789320;+7(961)804-43-88;active
ЛС-783578243;2025-12;Всё включено;2160.43;2160.43;-2320.0;2025-12-13;283061789320;+7(961)804-43-88;active
ЛС-615611002;2025-10;Корпоративный;38563.91;38563.91;0.0;2025-10-13;2143744701;+7(915)995-15-47;suspended
ЛС-615611002;2025-11;Корпоративный;35453.93;35453.93;0.0;2025-11-10;2143744701;+7(915)995-15-47;suspended
ЛС-615611002;2025-12;Корпоративный;26785.44;26785.44;0.0;2025-12-11;2143744701;+7(915)995-15-47;suspended
ЛС-612557941;2025-10;Корпоративный;33872.17;33872.17;0.0;2025-10-24;2143744701;+7(915)995-15-47;active
ЛС-612557941;2025-11;Корпоративный;25678.57;25678.57;0.0;2025-11-12;2143744701;+7(915)995-15-47;active
ЛС-612557941;2025-12;Корпоративный;39248.79;39248.79;0.0;2025-12-21;2143744701;+7(915)995-15-47;active
ЛС-615521667;2025-10;Корпоративный;31746.31;31746.31;0.0;2025-10-10;2143744701;+7(915)995-15-47;active
ЛС-615521667;2025-11;Корпоративный;36364.9;36364.9;0.0;2025-11-24;2143744701;+7(915)995-15-47;active
ЛС-615521667;2025-12;Корпоративный;27751.76;27751.76;0.0;2025-12-27;2143744701;+7(915)995-15-47;active
ЛС-665327276;2025-10;Всё включено;1858.65;1858.65;0.0;2025-10-19;858015846687;+7 916 104 35 10;active
ЛС-665327276;2025-11;Всё включено;2215.13;2215.13;0.0;2025-11-15;858015846687;+7 916 104 35 10;active
ЛС-665327276;2025-12;Всё включено;2065.56;2065.56;0.0;2025-12-17;858015846687;+7 916 104 35 10;active
ЛС-780792304;2025-10;Домашний-100;694.51;694.51;0.0;2025-10-25;282851816125;+7(951)678-12-46;active
ЛС-780792304;2025-11;Домашний-100;569.38;569.38;0.0;2025-11-11;282851816125;+7(951)678-12-46;active
ЛС-780792304;2025-12;Домашний-100;559.66;559.66;0.0;2025-12-17;282851816125;+7(951)678-12-46;active
ЛС-547625503;2025-10;Игровой;1689.91;1689.91;0.0;2025-10-14;137842339449;+7(951)982-38-12;active
ЛС-547625503;2025-11;Игровой;1542.63;1542.63;0.0;2025-11-25;137842339449;+7(951)982-38-12;active
ЛС-547625503;2025-12;Игровой;1489.21;656.41;-832.8;2025-12-24;137842339449;+7(951)982-38-12;active
ЛС-668819148;2025-10;Корпоративный;28160.21;28160.21;0.0;2025-10-19;8219034043;+7(926)272-68-82;active
ЛС-668819148;2025-11;Корпоративный;38193.76;38193.76;0.0;2025-11-12;8219034043;+7(926)272-68-82;active
ЛС-668819148;2025-12;Корпоративный;29271.86;0.0;-29271.86;;8219034043;+7(926)272-68-82;active
ЛС-665807836;2025-10;Корпоративный;29327.18;29327.18;0.0;2025-10-20;8219034043;89262726882;active
ЛС-665807836;2025-11;Корпоративный;36302.03;36302.03;0.0;2025-11-22;8219034043;89262726882;active
ЛС-665807836;2025-12;Корпоративный;29179.43;8906.11;-20273.32;2025-12-06;8219034043;89262726882;active
ЛС-661340745;2025-10;Корпоративный;33975.87;49143.23;15167.36;2025-10-18;8219034043;89262726882;active
ЛС-661340745;2025-11;Корпоративный;36984.88;52441.87;30624.35;2025-11-01;8219034043;89262726882;active
ЛС-661340745;2025-12;Корпоративный;30543.11;30543.11;30624.35;2025-12-19;8219034043;89262726882;active
ЛС-661713395;2025-10;Корпоративный;31397.54;31397.54;0.0;2025-10-05;8219034043;+7(926)272-68-82;active
ЛС-661713395;2025-11;Корпоративный;37465.57;37465.57;0.0;2025-11-04;8219034043;+7(926)272-68-82;active
ЛС-661713395;2025-12;Корпоративный;35743.76;35743.76;0.0;2025-12-04;8219034043;+7(926)272-68-82;active
ЛС-161498609;2025-10;Всё включено;2422.22;2422.22;0.0;2025-10-03;845979318399;7981866-83-79;active
ЛС-161498609;2025-11;Всё включено;2405.15;2405.15;0.0;2025-11-24;845979318399;7981866-83-79;active
ЛС-161498609;2025-12;Всё включено;2268.1;2268.1;0.0;2025-12-26;845979318399;7981866-83-79;active
ЛС-543115876;2025-10;Домашний-100;565.81;565.81;0.0;2025-10-24;438532472505;+7(917)330-41-43;active
ЛС-543115876;2025-11;Домашний-100;564.87;153.69;-411.18;2025-11-24;438532472505;+7(917)330-41-43;active
ЛС-543115876;2025-12;Домашний-100;652.57;652.57;-411.18;2025-12-23;438532472505;+7(917)330-41-43;active
ЛС-544273720;2025-10;Игровой;1743.97;1743.97;0.0;2025-10-02;526078197543;+7(980)305-98-45;active
ЛС-544273720;2025-11;Игровой;1616.69;1616.69;0.0;2025-11-26;526078197543;+7(980)305-98-45;active
ЛС-544273720;2025-12;Игровой;1660.65;834.61;-826.04;2025-12-21;526078197543;+7(980)305-98-45;active
ЛС-787595450;2025-10;Всё включено;1824.95;1824.95;0.0;2025-10-01;582012840083;+7(951)124-67-61;active
ЛС-787595450;2025-11;Всё включено;1972.14;1972.14;0.0;2025-11-28;582012840083;+7(951)124-67-61;active
ЛС-787595450;2025-12;Всё включено;2460.21;2460.21;0.0;2025-12-09;582012840083;+7(951)124-67-61;active
ЛС-528889937;2025-10;Бизнес-100;3940.23;3940.23;0.0;2025-10-06;2352909656;+7(909)110-22-43;active
ЛС-528889937;2025-11;Бизнес-100;4467.12;4467.12;0.0;2025-11-07;2352909656;+7(909)110-22-43;active
ЛС-528889937;2025-12;Бизнес-100;4269.55;1852.86;-2416.69;2025-12-07;2352909656;+7(909)110-22-43;active
ЛС-525679825;2025-10;Бизнес-100;3868.64;3868.64;0.0;2025-10-20;2352909656;89091102243;active
ЛС-525679825;2025-11;Бизнес-100;3417.09;539.37;-2877.72;2025-11-13;2352909656;89091102243;active
ЛС-525679825;2025-12;Бизнес-100;4262.05;4262.05;-2877.72;2025-12-12;2352909656;89091102243;active
ЛС-529967080;2025-10;Игровой;1642.12;1642.12;0.0;2025-10-06;174299074729;+7(961)533-85-48;active
ЛС-529967080;2025-11;Игровой;1838.94;1838.94;0.0;2025-11-10;174299074729;+7(961)533-85-48;active
ЛС-529967080;2025-12;Игровой;1733.99;1733.99;0.0;2025-12-21;174299074729;+7(961)533-85-48;active
ЛС-168270808;2025-10;Бизнес-1000;17989.21;17989.21;0.0;2025-10-10;4163735160;7909890-67-68;active
ЛС-168270808;2025-11;Бизнес-1000;15482.67;7013.29;-8469.38;2025-11-10;4163735160;7909890-67-68;active
ЛС-168270808;2025-12;Бизнес-1000;17097.97;17097.97;-8469.38;2025-12-08;4163735160;7909890-67-68;active
ЛС-166978292;2025-10;Бизнес-1000;17124.33;6787.53;-10336.8;2025-10-12;4163735160;+7 909 890 67 68;active
ЛС-166978292;2025-11;Бизнес-1000;18484.84;18484.84;-10336.8;2025-11-25;4163735160;+7 909 890 67 68;active
ЛС-166978292;2025-12;Бизнес-1000;19410.86;19410.86;-10336.8;2025-12-28;4163735160;+7 909 890 67 68;active
ЛС-162169958;2025-10;Бизнес-1000;18005.29;18005.29;0.0;2025-10-01;4163735160;7909890-67-68;active
ЛС-162169958;2025-11;Бизнес-1000;16454.65;16454.65;0.0;2025-11-28;4163735160;7909890-67-68;active
ЛС-162169958;2025-12;Бизнес-1000;18914.14;2968.82;-15945.32;2025-12-11;4163735160;7909890-67-68;active
ЛС-166693465;2025-10;Бизнес-1000;17056.15;17056.15;0.0;2025-10-14;4163735160;+7(909)890-67-68;active
ЛС-166693465;2025-11;Бизнес-1000;16993.4;16993.4;0.0;2025-11-09;4163735160;+7(909)890-67-68;active
ЛС-166693465;2025-12;Бизнес-1000;17427.53;17427.53;0.0;2025-12-21;4163735160;+7(909)890-67-68;active
ЛС-164722698;2025-10;Бизнес-1000;16542.55;16542.55;0.0;2025-10-19;4163735160;89098906768;active
ЛС-164722698;2025-11;Бизнес-1000;19378.11;19378.11;0.0;2025-11-25;4163735160;89098906768;active
ЛС-164722698;2025-12;Бизнес-1000;18126.43;18126.43;0.0;2025-12-20;4163735160;89098906768;active
ЛС-161971212;2025-10;Домашний-100;672.15;383.24;-288.91;2025-10-01;495787520702;+7(903)359-31-65;active
ЛС-161971212;2025-11;Домашний-100;710.48;388.87;-610.52;2025-11-25;495787520702;+7(903)359-31-65;active
ЛС-161971212;2025-12;Домашний-100;703.2;0.0;-1313.72;;495787520702;+7(903)359-31-65;active
ЛС-161259497;2025-10;Всё включено;2174.83;2174.83;0.0;2025-10-27;646623236066;+7(980)718-89-77;active
ЛС-161259497;2025-11;Всё включено;2174.99;2174.99;0.0;2025-11-08;646623236066;+7(980)718-89-77;active
ЛС-161259497;2025-12;Всё включено;2003.13;496.85;-1506.28;2025-12-18;646623236066;+7(980)718-89-77;active
ЛС-525566847;2025-10;Домашний-100;696.67;696.67;0.0;2025-10-02;723419031061;+7(950)311-67-28;active
ЛС-525566847;2025-11;Домашний-100;719.1;719.1;0.0;2025-11-17;723419031061;+7(950)311-67-28;active
ЛС-525566847;2025-12;Домашний-100;570.5;570.5;0.0;2025-12-16;723419031061;+7(950)311-67-28;active
ЛС-661093248;2025-10;Корпоративный+;54708.37;54708.37;0.0;2025-10-08;1385977034;89103946699;active
ЛС-661093248;2025-11;Корпоративный+;68946.67;68946.67;0.0;2025-11-02;1385977034;89103946699;active
ЛС-661093248;2025-12;Корпоративный+;58173.75;22871.92;-35301.83;2025-12-05;1385977034;89103946699;active
ЛС-660861317;2025-10;Корпоративный+;76298.65;76298.65;0.0;2025-10-03;1385977034;+7 910 394 66 99;active
ЛС-660861317;2025-11;Корпоративный+;52216.71;52216.71;0.0;2025-11-25;1385977034;+7 910 394 66 99;active
ЛС-660861317;2025-12;Корпоративный+;71979.16;98892.13;26912.97;2025-12-18;1385977034;+7 910 394 66 99;active
ЛС-661274846;2025-10;Корпоративный+;68146.16;32408.41;-35737.75;2025-10-07;1385977034;+7(910)394-66-99;active
ЛС-661274846;2025-11;Корпоративный+;74944.15;74944.15;-35737.75;2025-11-26;1385977034;+7(910)394-66-99;active
ЛС-661274846;2025-12;Корпоративный+;59711.8;59711.8;-35737.75;2025-12-01;1385977034;+7(910)394-66-99;active
ЛС-667737826;2025-10;Корпоративный+;59064.62;59064.62;0.0;2025-10-04;1385977034;+7(910)394-66-99;active
ЛС-667737826;2025-11;Корпоративный+;57928.1;57928.1;0.0;2025-11-16;1385977034;+7(910)394-66-99;active
ЛС-667737826;2025-12;Корпоративный+;61297.42;61297.42;0.0;2025-12-08;1385977034;+7(910)394-66-99;active
ЛС-619471136;2025-10;Всё включено;2476.82;2476.82;0.0;2025-10-16;585320895326;+7(916)654-88-12;active
ЛС-619471136;2025-11;Всё включено;1999.1;1999.1;0.0;2025-11-17;585320895326;+7(916)654-88-12;active
ЛС-619471136;2025-12;Всё включено;1971.23;2471.03;499.8;2025-12-13;585320895326;+7(916)654-88-12;active
ЛС-783767242;2025-10;Бизнес-100;4902.91;4902.91;0.0;2025-10-23;7483503056;+7(925)167-37-82;active
ЛС-783767242;2025-11;Бизнес-100;3216.61;3216.61;0.0;2025-11-01;7483503056;+7(925)167-37-82;active
ЛС-783767242;2025-12;Бизнес-100;3794.7;3794.7;0.0;2025-12-12;7483503056;+7(925)167-37-82;active
ЛС-783884969;2025-10;Бизнес-100;3953.61;341.05;-3612.56;2025-10-21;7483503056;+7(925)167-37-82;active
ЛС-783884969;2025-11;Бизнес-100;4951.63;0.0;-8564.19;2025-08-19;7483503056;+7(925)167-37-82;active
ЛС-783884969;2025-12;Бизнес-100;3499.94;994.36;-11069.77;2025-12-24;7483503056;+7(925)167-37-82;active
ЛС-786532871;2025-10;Бизнес-100;4679.3;4679.3;0.0;2025-10-02;7483503056;+7(925)167-37-82;active
ЛС-786532871;2025-11;Бизнес-100;4534.82;4534.82;0.0;2025-11-10;7483503056;+7(925)167-37-82;active
ЛС-786532871;2025-12;Бизнес-100;4481.02;4481.02;0.0;2025-12-02;7483503056;+7(925)167-37-82;active
ЛС-527045421;2025-10;Домашний-100;614.29;614.29;0.0;2025-10-14;924199626422;+7(910)717-71-52;active
ЛС-527045421;2025-11;Домашний-100;724.29;724.29;0.0;2025-11-07;924199626422;+7(910)717-71-52;active
ЛС-527045421;2025-12;Домашний-100;701.01;701.01;0.0;2025-12-18;924199626422;+7(910)717-71-52;active
ЛС-543850371;2025-10;Бизнес-100;3999.63;3999.63;0.0;2025-10-08;1819740056;+7(925)305-52-17;suspended
ЛС-543850371;2025-11;Бизнес-100;3643.68;3643.68;0.0;2025-11-17;1819740056;+7(925)305-52-17;suspended
ЛС-543850371;2025-12;Бизнес-100;4109.61;4109.61;0.0;2025-12-24;1819740056;+7(925)305-52-17;suspended
ЛС-549905169;2025-10;Бизнес-100;4842.46;4842.46;0.0;2025-10-03;1819740056;89253055217;closed
ЛС-549905169;2025-11;Бизнес-100;3751.37;3751.37;0.0;2025-11-06;1819740056;89253055217;closed
ЛС-549905169;2025-12;Бизнес-100;4039.88;0.0;-4039.88;2025-02-02;1819740056;89253055217;closed
ЛС-525107409;2025-10;Домашний-500;1554.2;1554.2;0.0;2025-10-21;165795515623;+7(915)846-11-86;active
ЛС-525107409;2025-11;Домашний-500;1521.26;1521.26;0.0;2025-11-24;165795515623;+7(915)846-11-86;active
ЛС-525107409;2025-12;Домашний-500;1549.69;1549.69;0.0;2025-12-01;165795515623;+7(915)846-11-86;active
ЛС-522996508;2025-10;Домашний-100;573.52;573.52;0.0;2025-10-24;489359538280;7926947-10-54;active
ЛС-522996508;2025-11;Домашний-100;734.39;734.39;0.0;2025-11-17;489359538280;7926947-10-54;active
ЛС-522996508;2025-12;Домашний-100;614.48;614.48;0.0;2025-12-19;489359538280;7926947-10-54;active
ЛС-665751247;2025-10;Домашний-500;1460.09;179.12;-1280.97;2025-10-20;720165557864;+7(950)611-95-76;active
ЛС-665751247;2025-11;Домашний-500;1580.8;1580.8;-1280.97;2025-11-20;720165557864;+7(950)611-95-76;active
ЛС-665751247;2025-12;Домашний-500;1300.5;1300.5;-1280.97;2025-12-11;720165557864;+7(950)611-95-76;active
ЛС-162076836;2025-10;Домашний-500;1570.83;1570.83;0.0;2025-10-28;557727853242;+7(960)363-30-57;active
ЛС-162076836;2025-11;Домашний-500;1571.14;446.71;-1124.43;2025-11-11;557727853242;+7(960)363-30-57;active
ЛС-162076836;2025-12;Домашний-500;1366.52;0.0;-2490.95;2025-05-23;557727853242;+7(960)363-30-57;active
ЛС-783230358;2025-10;Всё включено;1931.37;1931.37;0.0;2025-10-18;237118425476;+7(906)987-74-33;suspended
ЛС-783230358;2025-11;Всё включено;2121.02;756.51;-1364.51;2025-11-03;237118425476;+7(906)987-74-33;suspended
ЛС-783230358;2025-12;Всё включено;2045.32;2045.32;-1364.51;2025-12-08;237118425476;+7(906)987-74-33;suspended
ЛС-615300622;2025-10;Всё включено;2041.47;2254.59;213.12;2025-10-10;162354662265;+7(926)155-23-60;active
ЛС-615300622;2025-11;Всё включено;2374.53;2374.53;213.12;2025-11-19;162354662265;+7(926)155-23-60;active
ЛС-615300622;2025-12;Всё включено;2310.53;2310.53;213.12;2025-12-25;162354662265;+7(926)155-23-60;active
ЛС-526063399;2025-10;Бизнес-500;11737.23;11737.23;0.0;2025-10-21;4322889857;7910447-47-56;active
ЛС-526063399;2025-11;Бизнес-500;10637.47;0.0;-10637.47;2025-05-06;4322889857;7910447-47-56;active
ЛС-526063399;2025-12;Бизнес-500;9051.75;3189.75;-16499.47;2025-12-25;4322889857;7910447-47-56;active
ЛС-521297102;2025-10;Бизнес-500;9531.79;9531.79;0.0;2025-10-28;4322889857;+7(910)447-47-56;active
ЛС-521297102;2025-11;Бизнес-500;10368.68;10368.68;0.0;2025-11-26;4322889857;+7(910)447-47-56;active
ЛС-521297102;2025-12;Бизнес-500;10949.06;10949.06;0.0;2025-12-16;4322889857;+7(910)447-47-56;active
ЛС-524817175;2025-10;Бизнес-500;8837.23;9929.49;1092.26;2025-10-07;4322889857;+7(910)447-47-56;active
ЛС-524817175;2025-11;Бизнес-500;8365.35;8365.35;1092.26;2025-11-05;4322889857;+7(910)447-47-56;active
ЛС-524817175;2025-12;Бизнес-500;8573.33;8573.33;1092.26;2025-12-01;4322889857;+7(910)447-47-56;active
ЛС-522421495;2025-10;Бизнес-500;9293.35;9293.35;0.0;2025-10-02;4322889857;+7(910)447-47-56;active
ЛС-522421495;2025-11;Бизнес-500;8547.9;8547.9;0.0;2025-11-14;4322889857;+7(910)447-47-56;active
ЛС-522421495;2025-12;Бизнес-500;10659.37;10659.37;0.0;2025-12-17;4322889857;+7(910)447-47-56;active
ЛС-525112747;2025-10;Бизнес-500;11040.03;11040.03;0.0;2025-10-13;4322889857;+7(910)447-47-56;active
ЛС-525112747;2025-11;Бизнес-500;9509.24;9509.24;0.0;2025-11-16;4322889857;+7(910)447-47-56;active
ЛС-525112747;2025-12;Бизнес-500;9419.97;9419.97;0.0;2025-12-11;4322889857;+7(910)447-47-56;active
ЛС-782192158;2025-10;Игровой;1439.1;1439.1;0.0;2025-10-07;247709207115;+7 915 331 80 10;active
ЛС-782192158;2025-11;Игровой;1877.68;1877.68;0.0;2025-11-27;247709207115;+7 915 331 80 10;active
ЛС-782192158;2025-12;Игровой;1538.87;407.78;-1131.09;2025-12-23;247709207115;+7 915 331 80 10;active
ЛС-544747338;2025-10;Домашний-100;707.79;707.79;0.0;2025-10-18;573986221405;+7(906)321-21-78;active
ЛС-544747338;2025-11;Домашний-100;729.95;729.95;0.0;2025-11-06;573986221405;+7(906)321-21-78;active
ЛС-544747338;2025-12;Домашний-100;555.06;555.06;0.0;2025-12-15;573986221405;+7(906)321-21-78;active
ЛС-520675169;2025-10;Игровой;1785.37;1785.37;0.0;2025-10-14;532362216906;+7(960)664-55-68;active
ЛС-520675169;2025-11;Игровой;1506.89;1506.89;0.0;2025-11-07;532362216906;+7(960)664-55-68;active
ЛС-520675169;2025-12;Игровой;1591.23;10.19;-1581.04;2025-12-15;532362216906;+7(960)664-55-68;active
ЛС-616016259;2025-10;Всё включено;2052.69;404.53;-1648.16;2025-10-12;111400347131;+7(981)865-22-85;active
ЛС-616016259;2025-11;Всё включено;2441.06;2441.06;-1648.16;2025-11-01;111400347131;+7(981)865-22-85;active
ЛС-616016259;2025-12;Всё включено;2224.74;2546.72;-1326.18;2025-12-16;111400347131;+7(981)865-22-85;active
ЛС-786103579;2025-10;Бизнес-500;9593.18;9593.18;0.0;2025-10-23;1233030705;+7(916)380-57-69;active
ЛС-786103579;2025-11;Бизнес-500;9012.15;9012.15;0.0;2025-11-19;1233030705;+7(916)380-57-69;active
ЛС-786103579;2025-12;Бизнес-500;11293.3;11293.3;0.0;2025-12-16;1233030705;+7(916)380-57-69;active
ЛС-787279855;2025-10;Бизнес-500;10528.96;10528.96;0.0;2025-10-16;1233030705;+7 916 380 57 69;active
ЛС-787279855;2025-11;Бизнес-500;10999.74;10999.74;0.0;2025-11-18;1233030705;+7 916 380 57 69;active
ЛС-787279855;2025-12;Бизнес-500;11229.72;11500.69;270.97;2025-12-23;1233030705;+7 916 380 57 69;active
ЛС-782414060;2025-10;Бизнес-500;8612.77;8612.77;0.0;2025-10-28;1233030705;+7(916)380-57-69;active
